"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"GIVN","Given Imaging Ltd.","22.45","714873464.2","n/a","2001","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/givn",
"GBCI","Glacier Bancorp, Inc.","28.17","2093649782.22","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gbci",
"GLAD","Gladstone Capital Corporation","9.09","190891454.4","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/glad",
"GLADP","Gladstone Capital Corporation","25.28","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gladp",
"GOOD","Gladstone Commercial Corporation","18.73","273402989.99","n/a","1980","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/good",
"GOODN","Gladstone Commercial Corporation","25.3","0","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodn",
"GOODO","Gladstone Commercial Corporation","24.85","28577500","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodo",
"GOODP","Gladstone Commercial Corporation","25.05","25050000","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodp",
"GAIN","Gladstone Investment Corporation","7.3","193274493.4","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/gain",
"GAINP","Gladstone Investment Corporation","26.22","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gainp",
"LAND","Gladstone Land Corporation","15.91","103896500.24","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/land",
"GLCH","Gleacher & Company, Inc.","11.32","70146259.12","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/glch",
"GLBZ","Glen Burnie Bancorp","11.59","31801047.65","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/glbz",
"GDEF","Global Defense & National Security Systems, Inc.","10.1499","97689996.2775","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/gdef",
"ENT","Global Eagle Entertainment Inc.","10.93","394150402.48","n/a","1998","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ent",
"GBLI","Global Indemnity plc","25.03","328697288.99","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/gbli",
"GLPW","Global Power Equipment Group Inc","19.28","328287018.8","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/glpw",
"GSOL","Global Sources Ltd.","7.72","265551625.88","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/gsol",
"QQQC","Global X NASDAQ China Technology ETF","19.949","9974500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqqc",
"SOCL","Global X Social Media Index ETF","18.66","105429000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/socl",
"GAI","Global-Tech Advanced Innovations Inc.","7.05","21440650.35","n/a","1971","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/gai",
"GSM","Globe Specialty Metals Inc.","16.45","1238866229.65","n/a","2009","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/gsm",
"GCOM","Globecomm Systems Inc.","14.08","336719989.76","n/a","1997","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/gcom",
"GLBS","Globus Maritime Limited","2.73","27892652.97","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/glbs",
"GLUU","Glu Mobile Inc.","3.14","244784527.84","n/a","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/gluu",
"GOGO","Gogo Inc.","24.91","2094864988.5","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/gogo",
